SCRIPT_CHAPTER1_0_24,1,0,CHAPTER1,단호한 목소리가 그녀의 말을 끊었다. 남자의 표정은 어느새 굳어 있었다.,0.5
SCRIPT_CHAPTER1_0_25,1,0,CHAPTER1,,0.5
SCRIPT_CHAPTER1_0_26,1,0,CHAPTER1,“지키고자 하는 마음. 그것이 사라진다면... 나는 단 한 자루의 검도 가르치지 않겠다.”,0.5
SCRIPT_CHAPTER1_0_27,1,0,CHAPTER1,,0.5
SCRIPT_CHAPTER1_0_28,1,0,CHAPTER1,엘은 깊은 숨을 내쉬며 고개를 끄덕였다.,0.5
SCRIPT_CHAPTER1_0_29,1,0,CHAPTER1,,0.5
SCRIPT_CHAPTER1_0_30,1,0,CHAPTER1,엘이 고개를 끄덕거리는 것을 본 남자는 자신의 허리춤에 있는 검을 풀어 엘에게 주었다.,0.5
SCRIPT_CHAPTER1_0_31,1,0,CHAPTER1,,0.5
SCRIPT_CHAPTER1_0_32,1,0,CHAPTER1,"""검을 잡아라. 그리고 너의 마음이 움직이는대로 검을 움직여라.""",0.5
SCRIPT_CHAPTER1_0_33,1,0,CHAPTER1,,0.5
SCRIPT_CHAPTER1_0_34,1,0,CHAPTER1,검을 받은 엘은 검집 속 검을 뽑았다. 그리고—,1
SCRIPT_CHAPTER1_1_0,1,1,CHAPTER1,소녀. 엘. 일곱 살.,1
SCRIPT_CHAPTER1_1_1,1,1,CHAPTER1,검을 받은지도 어년 2년.,1
SCRIPT_CHAPTER1_1_2,1,1,CHAPTER1,2년 동안 엘은 묵묵히 검을 휘둘렀다.,0.5
SCRIPT_CHAPTER1_1_3,1,1,CHAPTER1,,0.5
SCRIPT_CHAPTER1_1_4,1,1,CHAPTER1,여느때와 같이 아침 일찍 일어나 수련을 한다.,0.5
SCRIPT_CHAPTER1_1_5,1,1,CHAPTER1,,0.5
SCRIPT_CHAPTER1_1_6,1,1,CHAPTER1,수련을 마치고 잠시 숨을 돌리며 생각했다.,1
SCRIPT_CHAPTER1_1_7,1,1,CHAPTER1,오늘은 무엇을 할까?',1
SCRIPT_CHAPTER1_2_0,1,2,CHAPTER1,소녀. 엘. 9살,1
SCRIPT_CHAPTER1_2_1,1,2,CHAPTER1,요즘 마을에 갈 때마다 뒤숭숭한 소문이 귀에 들린다.,1
SCRIPT_CHAPTER1_2_2,1,2,CHAPTER1,타락한 정령을 숲에서 보았다.' 라는 소문.,0.5
SCRIPT_CHAPTER1_2_3,1,2,CHAPTER1,,0.5
SCRIPT_CHAPTER1_2_4,1,2,CHAPTER1,그 소문이 들릴때 마다 어릴 적 그 일이 생각나 가슴이 욱씬거린다.,0.5
SCRIPT_CHAPTER1_2_5,1,2,CHAPTER1,,0.5
SCRIPT_CHAPTER1_2_6,1,2,CHAPTER1,애써 무시하며 마을을 나와 집으로 가던 중. 엘은 두 눈을 의심했다.,1
SCRIPT_CHAPTER1_2_7,1,2,CHAPTER1,숲 속 사이. 타락한 정령이 보였다.,0.5
SCRIPT_CHAPTER1_2_8,1,2,CHAPTER1,,0.5
SCRIPT_CHAPTER1_2_9,1,2,CHAPTER1,엘은 정령을 쫓아 숲 속으로 들어갔다.,1
SCRIPT_CHAPTER1_2_10,1,2,CHAPTER1,나뭇가지에 긁혀 몸에 상처가 나는 것도 알지 못한채. 엘은 정령을 뒤쫓아갔다.,0.5
SCRIPT_CHAPTER1_2_11,1,2,CHAPTER1,,0.5
SCRIPT_CHAPTER1_2_12,1,2,CHAPTER1,마침내 마주한 정령. 어릴 적 부모님을 죽이고 마을 사람들을 죽인 정령들과 같은 모습이였다.,1
SCRIPT_CHAPTER1_2_13,1,2,CHAPTER1,분노를 참지 못한 엘은 정령에게 달려들었다.,1
SCRIPT_CHAPTER1_3_0,1,3,CHAPTER1,소녀. 엘. 10살,1
SCRIPT_CHAPTER1_3_1,1,3,CHAPTER1,오늘은 무엇을 할까?,1
SCRIPT_CHAPTER1_9_0,1,9,CHAPTER1,숲의 중심 부로 들어왔다.,1
SCRIPT_CHAPTER1_9_1,1,9,CHAPTER1,타락한 정령 보스와 전투,1
